supply_source,domain,app_name,country,environment,device_type,line_item_type,creative_size,impressions,viewable_impressions,measurable_impressions,clicks,total_spend_usd,viewability,measurability,ctr,ecpm_usd,vcpm_usd,ecpc_usd,viewable_impressions_est,quality_score,cost_efficiency_score,iab_category,iab_category_secondary,content_type,audience_profile,geo_focus,language,brand_safety_risk,is_app,publisher_tier
kidoz,apps.apple.com,Galaxy Defense: Fortress TD,US,In-app,Mobile,VIDEO,1300x1280,7835,491,505,129,68.3532,0.9723,0.0645,0.0165,8.724,139.212,0.53,7618,0.7055,0.0051,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Differences - Find &amp; Spot It,US,In-app,Mobile,VIDEO,1920x1080,2514,804,1061,38,21.9323,0.7578,0.422,0.0151,8.724,27.279,0.577,1905,0.7055,0.0259,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Word Tour,US,In-app,Mobile,VIDEO,1300x1280,4152,73,73,25,36.2224,1.0,0.0176,0.006,8.724,496.197,1.449,4152,0.7053,0.0014,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Gummy Drop! Match 3 Puzzles,US,In-app,Mobile,VIDEO,1300x1280,2192,36,36,254,19.1232,1.0,0.0164,0.1159,8.724,531.2,0.075,2192,0.7049,0.0013,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Nuts And Bolts Sort,US,In-app,Mobile,VIDEO,1920x1080,12435,1960,2166,134,108.4839,0.9049,0.1742,0.0108,8.724,55.349,0.81,11252,0.7047,0.0127,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
adxbr,www.record.com.mx,,MX,Web,Mobile,DISPLAY,300x100,2703,1589,2565,3,12.5875,0.6195,0.9489,0.0011,4.657,7.922,4.196,1675,0.7044,0.0889,IAB17 - Sports,IAB12 - News / Current Events,sports,sports_fans,national,es,medium,false,mid-tier
kidoz,apps.apple.com,Merge Hotel Empire－Design Game,US,In-app,Mobile,VIDEO,1920x1080,1110,16,16,152,9.6837,1.0,0.0144,0.1369,8.724,605.233,0.064,1110,0.7043,0.0012,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Royal Cooking - Cooking Game,US,In-app,Mobile,VIDEO,1920x1080,22215,4586,5300,404,193.8026,0.8653,0.2386,0.0182,8.724,42.26,0.48,19223,0.7042,0.0167,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Sudoku Master!,US,In-app,Mobile,VIDEO,1920x1080,2121,722,992,29,18.5038,0.7278,0.4677,0.0137,8.724,25.628,0.638,1544,0.7042,0.0275,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Cookie Cats Pop - Bubble Pop,US,In-app,Mobile,VIDEO,1300x1280,5832,1311,1546,49,50.8788,0.848,0.2651,0.0084,8.724,38.809,1.038,4946,0.7035,0.0181,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Doctor Who: Lost In Time,US,In-app,Mobile,VIDEO,1920x1080,3969,218,224,75,34.6259,0.9732,0.0564,0.0189,8.724,158.834,0.462,3863,0.7035,0.0044,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Nostalgia Color by number game,US,In-app,Mobile,VIDEO,1300x1280,1529,427,536,44,13.3391,0.7966,0.3506,0.0288,8.724,31.239,0.303,1218,0.7035,0.0225,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Jewel Blast Time - Match 3,US,In-app,Mobile,VIDEO,1300x1280,9437,2281,2740,530,82.3291,0.8325,0.2903,0.0562,8.724,36.093,0.155,7856,0.7033,0.0195,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
triplelift,www.investing.com,,MX,Web,Desktop,DISPLAY,320x100,1241,994,1210,0,5.7374,0.8216,0.975,0,4.623,5.7869,0.0,1020,0.7033,0.1215,IAB13 - Personal Finance,IAB3 - Business,finance,professionals,global,en,low,false,premium
kidoz,apps.apple.com,Match Jam 3D,US,In-app,Mobile,VIDEO,1920x1080,2068,22,22,362,18.0414,1.0,0.0106,0.175,8.724,820.064,0.05,2068,0.7032,0.0009,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Fable Town: Merging Games,US,In-app,Mobile,VIDEO,1920x1080,2766,26,26,745,24.1308,1.0,0.0094,0.2693,8.724,928.108,0.032,2766,0.7028,0.0008,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Cooking Diner: Chef Game,US,In-app,Mobile,VIDEO,1920x1080,2330,207,218,93,20.3268,0.9495,0.0936,0.0399,8.724,98.197,0.219,2212,0.7028,0.0072,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Starbrew Cafe: Mystical Merge,US,In-app,Mobile,VIDEO,1920x1080,1223,11,11,73,10.6695,1.0,0.009,0.0597,8.724,1923.3507,0.1034,1223,0.7027,0.0004,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
sovrn,www.billboard.com,,MX,Web,Mobile,DISPLAY,970x250,4081,1738,3945,8,18.7715,0.4406,0.9666,0.0019,4.5994,10.8381,2.3478,1798,0.7026,0.0648,IAB1 - Arts & Entertainment,,entertainment,young_adults,global,en,low,false,premium
kidoz,play.google.com,Hospital Frenzy: Clinic Games,US,In-app,Mobile,VIDEO,1920x1080,1611,14,14,79,14.0545,1.0,0.0087,0.049,8.724,1003.892,0.178,1611,0.7026,0.0007,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Cat Magic School : Cute Tycoon,US,In-app,Mobile,VIDEO,1920x1080,1257,9,9,141,10.9662,1.0,0.0072,0.1122,8.724,1218.463,0.078,1257,0.7022,0.0006,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Backpack Brawl — Hero Battles,US,In-app,Mobile,VIDEO,1300x1280,1307,9,9,25,11.4024,1.0,0.0069,0.0191,8.724,1266.93,0.456,1307,0.7021,0.0006,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Merge Restaurant - Makeover,US,In-app,Mobile,VIDEO,1920x1080,1591,10,10,201,13.88,1.0,0.0063,0.1263,8.724,1388.001,0.069,1591,0.7019,0.0005,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Happy Merge Home,US,In-app,Mobile,VIDEO,1920x1080,20217,254,255,2707,176.3747,0.9961,0.0126,0.1339,8.724,694.389,0.065,20138,0.7018,0.001,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Hotel Crush,US,In-app,Mobile,VIDEO,1920x1080,2526,212,223,112,22.0367,0.9507,0.0883,0.0443,8.724,103.947,0.197,2401,0.7018,0.0068,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Best Fiends - Match 3 Puzzles,US,In-app,Mobile,VIDEO,1920x1080,16790,215,216,2572,146.4773,0.9954,0.0129,0.1532,8.724,681.29,0.057,16713,0.7016,0.001,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Ball Sort Color Water Puzzle,US,In-app,Mobile,VIDEO,1920x1080,3485,18,18,523,30.4034,1.0,0.0052,0.1501,8.724,1689.079,0.058,3485,0.7016,0.0004,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Happy Merge Home: ASMR,US,In-app,Mobile,VIDEO,1920x1080,5236,22,22,454,45.6793,1.0,0.0042,0.0867,8.724,2076.331,0.101,5236,0.7013,0.0003,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
sovrn,www.mediotiempo.com,,MX,Web,Mobile,DISPLAY,320x50,5511,4405,5428,0,25.6405,0.8115,0.9849,0,4.653,5.821,0.0,4472,0.7012,0.1205,IAB17 - Sports,,sports,sports_fans,national,es,low,false,premium
rp,www.kurir.rs,,AU,Web,Mobile,DISPLAY,300x250,1153,468,1132,9,5.025,0.4134,0.9818,0.0078,4.358,10.737,0.558,477,0.7012,0.0653,IAB12 - News / Current Events,,news,mass_reach,national,sr,medium,false,mid-tier
kidoz,apps.apple.com,Idle Food Bar: Olivia & Oliver,US,In-app,Mobile,VIDEO,1920x1080,1097,44,45,40,9.5701,0.9778,0.041,0.0365,8.724,217.501,0.239,1073,0.7012,0.0032,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Galaxy Defense: Fortress TD,US,In-app,Mobile,VIDEO,1920x1080,4695,313,326,87,40.9596,0.9601,0.0694,0.0185,8.724,130.861,0.471,4508,0.7009,0.0054,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,FlashInvaders,US,In-app,Mobile,VIDEO,1300x1280,1897,5,5,47,16.5496,1.0,0.0026,0.0248,8.724,3309.916,0.352,1897,0.7008,0.0002,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Picture Builder - Pixel Puzzle,US,In-app,Mobile,VIDEO,1920x1080,4664,11,11,286,40.6891,1.0,0.0024,0.0613,8.724,3699.01,0.142,4664,0.7007,0.0002,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Resortopia,US,In-app,Mobile,VIDEO,1920x1080,3885,188,193,228,33.8925,0.9715,0.0496,0.0586,8.724,197.5677,0.1469,3774,0.7007,0.0035,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,FlashInvaders,US,In-app,Mobile,VIDEO,1920x1080,1269,3,3,22,11.0709,1.0,0.0024,0.0173,8.724,3690.286,0.503,1269,0.7007,0.0002,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Puzzle Pop Blaster,US,In-app,Mobile,VIDEO,1920x1080,3934,411,440,60,34.3205,0.9341,0.1118,0.0153,8.724,83.505,0.572,3675,0.7006,0.0084,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Idle Magic Academy,US,In-app,Mobile,VIDEO,1300x1280,1410,49,50,17,12.301,0.98,0.0355,0.0121,8.724,251.04,0.724,1382,0.7006,0.0028,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Word Seeker,US,In-app,Mobile,VIDEO,1300x1280,7512,11,11,29,65.5353,1.0,0.0015,0.0039,8.724,5957.754,2.26,7512,0.7005,0.0001,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Idle Magic Academy,US,In-app,Mobile,VIDEO,1920x1080,3696,156,160,29,32.2436,0.975,0.0433,0.0078,8.724,206.69,1.112,3604,0.7005,0.0034,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Simon's Cat - Pop Time,US,In-app,Mobile,VIDEO,1920x1080,14079,991,1036,245,122.8263,0.9566,0.0736,0.0174,8.724,123.942,0.501,13468,0.7004,0.0057,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Tropic Trouble Match 3 Builder,US,In-app,Mobile,VIDEO,1920x1080,1966,97,100,33,17.1515,0.97,0.0509,0.0168,8.724,176.82,0.52,1907,0.7003,0.004,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,BlockPuz: Block Puzzle Games,US,In-app,Mobile,VIDEO,1920x1080,1852,2,2,11,16.157,1.0,0.0011,0.0059,8.724,8078.498,1.469,1852,0.7003,0.0001,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Sugar Rush Adventure,US,In-app,Mobile,VIDEO,1920x1080,1848,2,2,10,16.1221,1.0,0.0011,0.0054,8.724,8061.05,1.612,1848,0.7003,0.0001,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Covet Fashion: Dress Up Game,US,In-app,Mobile,VIDEO,1920x1080,7267,4,4,933,63.397,1.0,0.0006,0.1284,8.724,15849.238,0.068,7267,0.7002,0.0,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Take Off Bolts: Screw Puzzle,US,In-app,Mobile,VIDEO,1920x1080,3825,748,865,115,33.3696,0.8647,0.2261,0.0301,8.724,44.612,0.29,3307,0.7002,0.0157,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Tangle Rope 3D: Untie Master,US,In-app,Mobile,VIDEO,1300x1280,3113,644,753,156,27.1581,0.8552,0.2419,0.0501,8.724,42.171,0.174,2662,0.7002,0.0166,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Tile Match Pro,US,In-app,Mobile,VIDEO,1920x1080,2802,2,2,9,24.4449,1.0,0.0007,0.0032,8.724,12222.436,2.716,2802,0.7002,0.0001,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Picture Builder - Puzzle Game,US,In-app,Mobile,VIDEO,1920x1080,1392,1,1,75,12.1439,1.0,0.0007,0.0539,8.724,12143.919,0.162,1392,0.7002,0.0001,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Water Sort Puzzle: Get Color,US,In-app,Mobile,VIDEO,1920x1080,23980,4,4,4213,209.2034,1.0,0.0002,0.1757,8.724,52300.86,0.05,23980,0.7001,0.0,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Dragonscapes Adventure,US,In-app,Mobile,VIDEO,1920x1080,8671,3,3,516,75.6465,1.0,0.0003,0.0595,8.724,25215.499,0.147,8671,0.7001,0.0,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Bubble Pop: Wild Rescue,US,In-app,Mobile,VIDEO,1300x1280,4709,1,1,30,41.0817,1.0,0.0002,0.0064,8.724,41081.693,1.369,4709,0.7001,0.0,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Rainbow Runner,US,In-app,Mobile,VIDEO,1920x1080,18050,1,1,6205,157.4696,1.0,0.0001,0.3438,8.724,157469.644,0.025,18050,0.7,0.0,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Dragonscapes Adventure,US,In-app,Mobile,VIDEO,1300x1280,11162,1,1,581,97.3782,1.0,0.0001,0.0521,8.724,97378.181,0.168,11162,0.7,0.0,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Merge Adventure: Merging Game,US,In-app,Mobile,VIDEO,1920x1080,6629,335,346,233,57.8314,0.9682,0.0522,0.0351,8.724,172.631,0.248,6418,0.6998,0.0041,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Cross-Stitch: Color by Number,US,In-app,Mobile,VIDEO,1920x1080,1525,76,78,39,13.3042,0.9688,0.0511,0.0256,8.724,188.4609,0.1687,1477,0.6997,0.0037,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,One Clue Crossword,US,In-app,Mobile,VIDEO,1300x1280,9925,5085,5149,5,86.5865,0.9876,0.5188,0.0005,8.724,17.028,17.317,9802,0.6994,0.0411,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Water Splash – Cool Match 3,US,In-app,Mobile,VIDEO,1920x1080,1177,79,82,127,10.268,0.9571,0.0697,0.1079,8.724,151.7648,0.079,1126,0.6994,0.0046,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Pocket Love,US,In-app,Mobile,VIDEO,1920x1080,3045,295,315,132,26.5644,0.9365,0.1034,0.0433,8.724,90.049,0.201,2852,0.6993,0.0078,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Merge Gardens,US,In-app,Mobile,VIDEO,1920x1080,16220,139,140,1166,141.5046,0.9929,0.0086,0.0719,8.724,1018.019,0.121,16105,0.699,0.0007,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Hidden Objects - The Journey,US,In-app,Mobile,VIDEO,1920x1080,1072,362,508,19,9.3522,0.7126,0.4739,0.0177,8.724,25.835,0.492,764,0.6985,0.027,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
adxbr,www.xataka.com,,MX,Web,Mobile,DISPLAY,300x600,1992,812,1857,19,9.124,0.4373,0.9322,0.0095,4.58,11.236,0.48,871,0.6983,0.0621,IAB19 - Technology & Computing,,technology,tech_enthusiasts,regional,es,low,false,premium
kidoz,play.google.com,Water Sort Puz - Color Game,US,In-app,Mobile,VIDEO,1920x1080,19934,5926,7783,807,173.9025,0.7614,0.3904,0.0405,8.724,29.346,0.215,15178,0.6978,0.0238,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Lovely Cat World : Avatar Life,US,In-app,Mobile,VIDEO,1920x1080,1705,107,112,106,14.8741,0.9554,0.0657,0.0622,8.724,139.011,0.14,1629,0.6974,0.005,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Milk Farm Tycoon,US,In-app,Mobile,VIDEO,1300x1280,8378,419,435,312,73.0903,0.9632,0.0519,0.0372,8.724,174.44,0.234,8070,0.6972,0.004,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Domino Legends: Classic Game,US,In-app,Mobile,VIDEO,1920x1080,2744,915,1284,40,23.9389,0.7126,0.4679,0.0146,8.724,26.163,0.598,1955,0.6967,0.0266,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Duet Cats: Cute Cat Game,US,In-app,Mobile,VIDEO,1920x1080,2215,407,470,120,19.3235,0.866,0.2122,0.0542,8.724,47.478,0.161,1918,0.6967,0.0147,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Suzy&#39;s Food Restaurant Game,US,In-app,Mobile,VIDEO,1920x1080,5218,1324,1647,77,45.5216,0.8039,0.3156,0.0148,8.724,34.382,0.591,4195,0.6966,0.0203,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,My Perfect Hotel,US,In-app,Mobile,VIDEO,1300x1280,21017,1787,1905,528,183.354,0.9381,0.0906,0.0251,8.724,102.604,0.347,19716,0.6962,0.0068,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Kitchen Scramble: Cooking Game,US,In-app,Mobile,VIDEO,1920x1080,3385,347,375,144,29.5305,0.9253,0.1108,0.0425,8.724,85.102,0.205,3132,0.6959,0.0082,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Crossy Road,US,In-app,Mobile,VIDEO,1920x1080,3333,538,608,164,29.0758,0.8819,0.1824,0.0492,8.724,55.4352,0.1769,2939,0.6957,0.0125,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
id,apps.apple.com,Bubble Shooter - Panda Pop!,US,In-app,Mobile,VIDEO,1300x1280,11903,1283,1393,339,162.2543,0.921,0.117,0.0285,13.631,126.465,0.479,10963,0.6956,0.0055,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,"Egg, Inc.",US,In-app,Mobile,VIDEO,1920x1080,3859,322,336,161,33.6662,0.9389,0.0871,0.0417,8.724,152.0456,0.2355,3623,0.6956,0.0046,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Board Kings: Board Dice Games,US,In-app,Mobile,VIDEO,1920x1080,5165,60,61,464,45.0599,0.9836,0.0118,0.0898,8.724,750.998,0.097,5080,0.6953,0.0009,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
rp,people.com,,MX,Web,Desktop,DISPLAY,300x50,1519,1194,1490,0,7.0721,0.8013,0.9809,0,4.656,5.923,0.0,1217,0.6949,0.1173,IAB1 - Arts & Entertainment,,entertainment,mass_reach,global,en,low,false,premium
id,apps.apple.com,Royal Cooking,US,In-app,Mobile,VIDEO,1300x1280,1104,90,96,15,15.049,0.9375,0.087,0.0136,13.631,167.212,1.003,1035,0.6948,0.0042,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Jewel Blast Time - Match 3,US,In-app,Mobile,VIDEO,1920x1080,6938,1847,2352,378,60.5277,0.7853,0.339,0.0545,8.724,32.771,0.16,5448,0.6944,0.0212,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Bloons TD Battles 2,US,In-app,Mobile,VIDEO,1920x1080,2123,42,43,225,18.5209,0.9767,0.0203,0.106,8.724,440.975,0.082,2074,0.6944,0.0016,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
id,apps.apple.com,Word Yatzy - Fun Word Puzzler,US,In-app,Mobile,VIDEO,1300x1280,1337,116,120,16,18.2251,0.9347,0.0898,0.0119,13.631,291.2543,0.9189,1250,0.6943,0.0024,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Ball Sort Puzzle Color Sort,US,In-app,Mobile,VIDEO,1300x1280,1207,108,116,43,10.53,0.931,0.0961,0.0356,8.724,97.5,0.245,1124,0.6943,0.0071,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Pocket Love,US,In-app,Mobile,VIDEO,1300x1280,1170,106,114,56,10.2072,0.9298,0.0974,0.0479,8.724,96.294,0.182,1088,0.6941,0.0072,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Ball Sort - Color Puzzle,US,In-app,Mobile,VIDEO,1920x1080,1485,430,567,22,12.9553,0.7584,0.3818,0.0148,8.724,30.129,0.589,1126,0.6937,0.023,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Tropic Trouble Match 3 Builder,US,In-app,Mobile,VIDEO,1300x1280,2727,104,108,38,23.7906,0.963,0.0396,0.0139,8.724,228.755,0.626,2626,0.6934,0.003,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Doctor Who: Lost In Time,US,In-app,Mobile,VIDEO,1300x1280,4380,215,225,63,38.2115,0.9556,0.0514,0.0144,8.724,177.728,0.607,4186,0.6932,0.0039,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Triple Match 3D,US,In-app,Mobile,VIDEO,1920x1080,6540,3203,3561,5,57.0555,0.8995,0.5445,0.0008,8.724,17.813,11.411,5883,0.6931,0.0389,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Tap Color® Color by number,US,In-app,Mobile,VIDEO,1920x1080,2464,419,483,181,21.4954,0.8675,0.196,0.0735,8.724,51.302,0.119,2138,0.6925,0.0135,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
sovrn,foodandpleasure.com,,MX,Web,Mobile,DISPLAY,320x480,1637,647,1545,22,7.498,0.4188,0.9438,0.0134,4.58,11.589,0.341,686,0.6925,0.0598,IAB8 - Food & Drink,IAB1 - Arts & Entertainment,other,mass_reach,global,en,medium,false,long-tail
sovrn,foodandpleasure.com,,MX,Web,Mobile,DISPLAY,300x250,1106,438,1037,18,5.0658,0.4224,0.9376,0.0163,4.58,11.566,0.281,467,0.6925,0.0599,IAB8 - Food & Drink,IAB1 - Arts & Entertainment,other,mass_reach,global,en,medium,false,long-tail
kidoz,play.google.com,Idle Soap ASMR,US,In-app,Mobile,VIDEO,1920x1080,3256,835,1057,102,28.4056,0.79,0.3246,0.0313,8.724,34.019,0.278,2572,0.6924,0.0204,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Word Carnival - All in One,US,In-app,Mobile,VIDEO,1300x1280,3100,716,879,130,27.0446,0.8146,0.2835,0.0419,8.724,37.772,0.208,2525,0.6924,0.0183,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Candy Valley - Match 3 Puzzle,US,In-app,Mobile,VIDEO,1300x1280,2269,215,233,52,19.7949,0.9227,0.1027,0.0229,8.724,92.069,0.381,2094,0.6922,0.0075,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Tile Fun,US,In-app,Mobile,VIDEO,1920x1080,1133,42,45,98,9.8844,0.9606,0.0397,0.0865,8.724,338.7856,0.031,1088,0.6922,0.002,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
