SUPPLY_SOURCE,DOMAIN,APP_NAME,DEVICE_TYPE,ENVIRONMENT,LINE_ITEM_TYPE,CREATIVE_SIZE,COUNTRY,IMPRESSIONS,VIEWABLE_IMPRESSIONS,MEASURABLE_IMPRESSIONS,VIEWABILITY,CLICKS,CLICK_THROUGH_RATE,TOTAL_SPEND_USD,ECPM_USD,VCPM_USD,ECPC_USD,VIDEO_COMPLETE_VIEWS,VIDEO_COMPLETION_RATE,effective_viewability,measurability_rate,cost_per_viewable_impression,quality_score,cost_efficiency_score,brand_safety_score,brand_safety_risk,iab_category,iab_category_secondary,content_type,audience_profile,placement_rationale_pl
adxbr,23502790506.lakakids.com,,Mobile,Web,DISPLAY,336x280,MX,670,482,596,80.87%,11,1.64%,5.596123,8.352,11.61,0.509,0,0.00%,0.7194,0.8896,11.6102,0.779,0.0,0.5843,medium,IAB8 - Kids & Family Entertainment,IAB9 - Gaming,entertainment,"parents, students, young_adults",Platforma gier skierowana do dzieci oferująca bezpieczne środowisko dla marek promujących produkty rodzinne.
taboola,www.wbtv.com,,Mobile,Web,DISPLAY,300x250,US,669,93,660,14.09%,0,0.00%,0.240794,0.36,2.589,0.0,0,0.00%,0.139,0.9865,2.5892,0.4356,0.0003,0.4356,low,IAB12 - News & Politics,IAB16 - Sports,news,"mass_reach, professionals",Amerykańska stacja telewizyjna transmitująca wiadomości i eventy sportowe dla szerokiej publiczności.
rp,spinthewheel.io,,Desktop,Web,DISPLAY,300x250,MX,665,510,655,77.86%,0,0.00%,2.470484,3.715,4.844,0.0,0,0.00%,0.7669,0.985,4.8441,0.8432,0.0,0.8432,low,IAB20 - Video Gaming,,gaming,"mass_reach, young_adults, students",Platforma gamingowa przyciągająca młode audytorium zainteresowane grami i rozrywką online.
onetag,rightmove.co.uk,,Mobile,Web,DISPLAY,728x90,GB,664,355,647,54.87%,1,0.15%,0.889971,1.34,2.507,0.89,0,0.00%,0.5346,0.9744,2.507,0.6885,0.0001,0.6885,low,IAB3 - Business,IAB18 - Lifestyle,other,"mass_reach, professionals, high_income, parents",Największy portal nieruchomości w Wielkiej Brytanii z szerokim zasięgiem wśród osób poszukujących domu.
openx,www.piskelapp.com,,Desktop,Web,DISPLAY,160x600,BR,664,632,656,96.34%,1,0.15%,0.879414,1.324,1.391,0.879,0,0.00%,0.9518,0.988,1.3915,0.9645,0.0001,0.9645,low,IAB19 - Technology & Computing,IAB16 - Gaming,gaming,"young_adults,students,tech_enthusiasts","Narzędzie do tworzenia pixel artu i animacji przyciągające twórców gier, artystów i młodych profesjonalistów kreatywnych."
sovrn,www.metacritic.com,,Mobile,Web,DISPLAY,320x100,GB,662,303,633,47.87%,7,1.06%,2.29794,3.471,7.584,0.328,0,0.00%,0.4577,0.9562,7.584,0.6322,0.0,0.6322,low,IAB1 - Arts & Entertainment,IAB3 - Business,entertainment,"young_adults, mass_reach, tech_enthusiasts",Agregator recenzji filmów i gier dociera do zainteresowanych rozrywką odbiorców szukających opinii przed zakupem.
pubmatic,www.pudelek.pl,,Desktop,Web,DISPLAY,300x600,DK,662,557,660,84.39%,1,0.15%,0.475721,0.719,0.854,0.476,0,0.00%,0.8414,0.997,0.8541,0.8959,0.0001,0.6719,medium,IAB9 - Hobbies & Interests,IAB14 - Society,entertainment,"mass_reach, young_adults, parents","Polski portal plotek i celebrytów przyciąga szeroką publiczność zainteresowaną kulturą pop i mediami, dostępny dla kampanii lifestyle i rozrywki."
pubmatic,slovnik.seznam.cz,,Desktop,Web,DISPLAY,300x600,GB,661,560,646,86.69%,0,0.00%,0.257177,0.389,0.459,0.0,0,0.00%,0.8472,0.9773,0.4592,0.8927,0.0003,0.8927,low,IAB22 - Reference,,education,"students, professionals, mass_reach","Słownik online czeskiego portalu Seznam, dociera do użytkowników szukających informacji edukacyjnych i lingwistycznych."
triplelift,www.crazygames.com,,Desktop,Web,DISPLAY,160x600,MX,660,614,646,95.05%,2,0.30%,1.074397,1.628,1.75,0.537,0,0.00%,0.9303,0.9788,1.7498,0.9473,0.0001,0.7105,medium,IAB20 - Video Gaming,,gaming,"young_adults, students, mass_reach","Portal z darmowymi grami online przyciągający młodą, zaangażowaną publiczność idealną dla producentów gier i energetyków."
adxbr,androidfilehost.com,,Mobile,Web,DISPLAY,336x280,MX,660,471,609,77.34%,3,0.45%,2.748475,4.164,5.835,0.916,0,0.00%,0.7136,0.9227,5.8354,0.7868,0.0,0.5901,medium,IAB17 - Software,,technology,"tech_enthusiasts, young_adults, students",Repozytorium plików i ROM dla urządzeń Android skierowane do technicznych entuzjastów i developerów.
index,www.cargurus.com,,Mobile,Web,DISPLAY,300x250,US,657,306,650,47.08%,3,0.46%,7.988284,12.159,26.106,2.663,0,0.00%,0.4658,0.9893,26.1055,0.649,0.0,0.649,low,IAB2 - Automotive,IAB18 - Shopping,automotive,"professionals,high_income",Globalny portal do wyszukiwania i porównywania samochodów stanowi idealne miejsce dla kampanii motoryzacyjnych z wysokim zamiarem zakupu.
adxbr,www.merca20.com,,Mobile,Web,DISPLAY,336x280,BO,656,411,602,68.27%,17,2.59%,0.162532,0.248,0.395,0.01,0,0.00%,0.6265,0.9177,0.3955,0.7284,0.0004,0.7284,low,IAB3 - Business,IAB19 - Technology & Computing,technology,"professionals, high_income, young_adults",Meksykański serwis o marketingu i technologii biznesowej kierowany do profesjonalistów i przedsiębiorców.
amazon,www.em.com.br,,Mobile,Web,DISPLAY,300x250,BR,655,486,644,75.47%,0,0.00%,1.211535,1.85,2.493,0.0,0,0.00%,0.742,0.9832,2.4929,0.8264,0.0001,0.8264,low,IAB12 - News & Politics,,news,"mass_reach, professionals","Brazylijski dziennik o tradycji i wiarygodności, przyciągający profesjonalistów i szeroką publiczność zainteresowaną wiadomościami."
pubmatic,www.timeanddate.com,,Desktop,Web,DISPLAY,300x250,BR,655,351,632,55.54%,1,0.15%,0.782232,1.194,2.229,0.782,0,0.00%,0.5359,0.9649,2.2286,0.6861,0.0001,0.6861,low,IAB5 - Education,IAB26 - Uncategorized,education,"mass_reach,professionals",Uniwersalny portal z narzędziami do zarządzania czasem i datami używany przez profesjonalistów i masową publiczność.
index,residentevil.fandom.com,,Mobile,Web,DISPLAY,320x100,MX,655,603,638,94.51%,0,0.00%,0.35677,0.545,0.592,0.0,0,0.00%,0.9206,0.974,0.5917,0.9393,0.0002,0.9393,low,IAB20 - Video Gaming,IAB24 - Media & Entertainment,gaming,"young_adults, students, tech_enthusiasts, mass_reach",Fanowska wiki serii gier Resident Evil dociera do zaangażowanej społeczności graczy i fanów horror-gamingu.
sovrn,www.climatempo.com.br,,Desktop,Web,DISPLAY,336x280,BR,654,384,636,60.38%,11,1.68%,2.056808,3.145,5.356,0.187,0,0.00%,0.5872,0.9725,5.3563,0.7221,0.0,0.7221,low,IAB10 - Technology & Computing,,technology,"mass_reach, professionals",Brazylijski serwis meteorologiczny dostarczający prognozy pogody i dane klimatyczne dla szerokiej publiczności.
adx,www.lequipe.fr,,Mobile,Web,DISPLAY,336x280,NL,653,551,650,84.77%,2,0.31%,2.288059,3.504,4.153,1.144,0,0.00%,0.8438,0.9954,4.1526,0.8969,0.0,0.8969,low,IAB16 - Sports,,sports,"mass_reach,young_adults",Wiodący francuski portal sportowy z ogromnym zasięgiem wśród kibiców i entuzjastów sportu.
pubmatic,w2g.tv,,Desktop,Web,DISPLAY,300x600,IT,651,642,650,98.77%,0,0.00%,0.118954,0.183,0.185,0.0,0,0.00%,0.9862,0.9985,0.1853,0.9905,0.0005,0.7429,medium,IAB19 - Video Gaming,IAB16 - Movies,entertainment,"young_adults,tech_enthusiasts",Platforma do wspólnego oglądania filmów i treści wideo przyciągająca młodych użytkowników zainteresowanych rozrywką cyfrową.
pubmatic,heavy.com,,Mobile,Web,DISPLAY,300x250,US,651,402,640,62.81%,0,0.00%,1.22779,1.886,3.054,0.0,0,0.00%,0.6175,0.9831,3.0542,0.7455,0.0001,0.5591,medium,IAB19 - Technology & Computing,IAB12 - News & Politics,entertainment,"young_adults, tech_enthusiasts, mass_reach",Portal kultury pop i technologii przyciągający młodych dorosłych zainteresowanych trendami internetowymi.
appnexus,www.notebookcheck.net,,Mobile,Web,DISPLAY,970x250,BR,651,588,637,92.31%,2,0.31%,0.817137,1.255,1.39,0.409,0,0.00%,0.9032,0.9785,1.3897,0.9296,0.0001,0.9296,low,IAB19 - Technology & Computing,IAB20 - Computers & Electronics,technology,"tech_enthusiasts, young_adults, professionals",Międzynarodowa wersja wiodącego serwisu recenzji laptopów dociera do globalnego audytorium osób zainteresowanych technologią.
rp,www.gsmarena.com,,Desktop,Web,DISPLAY,728x90,ES,651,300,637,47.10%,8,1.23%,2.26006,3.472,7.534,0.283,0,0.00%,0.4608,0.9785,7.5335,0.642,0.0,0.642,low,IAB19 - Technology & Computing,,technology,"tech_enthusiasts, young_adults, professionals",Wiodący portal techniczny poświęcony smartfonom z recenzjami i specyfikacjami dla tech-entuzjastów.
prebidserver,www.goal.pl,,Mobile,Web,DISPLAY,320x100,PL,644,383,637,60.13%,0,0.00%,0.139513,0.217,0.364,0.0,0,0.00%,0.5947,0.9891,0.3643,0.7327,0.0005,0.7327,low,IAB18 - Sports,,sports,"mass_reach, young_adults",Polski serwis sportowy poświęcony piłce nożnej z wiadomościami i analizami dla fanów.
sas,www.bnews.com.br,,Desktop,Web,DISPLAY,970x90,BR,643,527,627,84.05%,15,2.33%,0.692927,1.078,1.315,0.046,0,0.00%,0.8196,0.9751,1.3149,0.874,0.0001,0.874,low,IAB12 - News & Politics,,news,"mass_reach, professionals",Brazylijski portal informacyjny dostarcza bieżące wiadomości dla szerokich odbiorców w Brazylii.
index,www.bibamagazine.fr,,Mobile,Web,DISPLAY,970x250,FR,643,439,620,70.81%,1,0.16%,0.580384,0.903,1.322,0.58,0,0.00%,0.6827,0.9642,1.3221,0.7812,0.0001,0.7812,low,IAB14 - Society,IAB18 - Home & Garden,lifestyle,"mass_reach, young_adults, parents",Francuski magazyn lifestylowy o tematyce domowej i rodzinnej dociera do zainteresowanych gospodarkami domowymi.
sovrn,super.abril.com.br,,Mobile,Web,DISPLAY,320x50,BR,641,539,627,85.96%,0,0.00%,0.950014,1.482,1.763,0.0,0,0.00%,0.8409,0.9782,1.7625,0.889,0.0001,0.889,low,IAB9 - Entertainment,IAB5 - Style & Fashion,entertainment,"mass_reach, young_adults, professionals",Brazylijski portal rozrywki i stylu od zaufanego wydawcy Abril z szerokim zasięgiem audytorium.
rp,www.viva.ro,,Mobile,Web,DISPLAY,320x100,RO,641,28,616,4.55%,0,0.00%,0.138317,0.216,4.94,0.0,0,0.00%,0.0437,0.961,4.9399,0.3648,0.0005,0.3648,low,IAB17 - Music & Audio,IAB19 - Technology & Computing,entertainment,"mass_reach, young_adults",Portal muzyczno-rozrywkowy z dużym zasięgiem wśród młodych użytkowników zainteresowanych muzyką i kulturą pop.
onetag,www.90min.com,,Mobile,Web,DISPLAY,336x280,FR,640,462,620,74.52%,3,0.47%,1.845307,2.883,3.994,0.615,0,0.00%,0.7219,0.9688,3.9942,0.8083,0.0,0.8083,low,IAB17 - Sports,IAB17-19 - Soccer,sports,"mass_reach,young_adults",Międzynarodowy portal piłkarski z grą fantasy i ekspertyzą przyciągający angażowanych fanów sportu.
pubmatic,www.ziuaconstanta.ro,,Mobile,Web,DISPLAY,320x100,RO,639,606,629,96.34%,1,0.16%,0.069742,0.109,0.115,0.07,0,0.00%,0.9484,0.9844,0.1151,0.961,0.0009,0.961,low,IAB12 - News & Politics,IAB14 - Society,news,"mass_reach, professionals",Rumuński serwis informacyjny lokalny dla Konstancy publikujący wiadomości i zdarzenia istotne dla społeczności regionalnej.
adx,www.touslesdrivers.com,,Desktop,Web,DISPLAY,300x250,FR,639,455,591,76.99%,2,0.31%,0.116248,0.182,0.255,0.058,0,0.00%,0.7121,0.9249,0.2555,0.7866,0.0005,0.7866,low,IAB19 - Technology & Computing,IAB6 - Automotive,technology,"tech_enthusiasts,professionals",Portal ze sterownikami IT przyciąga technicznych profesjonalistów i entuzjastów szukających aktualizacji sprzętu.
adx,uzletem.hu,,Mobile,Web,DISPLAY,336x280,HU,636,361,607,59.47%,1,0.16%,0.53604,0.843,1.485,0.536,0,0.00%,0.5676,0.9544,1.4849,0.703,0.0001,0.703,low,IAB20 - Travel,IAB6 - Food & Drink,travel,"mass_reach, high_income",Węgierski portal podróży i kulinariów przyciągający osoby o średnich i wyższych dochodach zainteresowanych turystyką.
rp,www.conjugacao.com.br,,Desktop,Web,DISPLAY,728x90,BR,635,589,623,94.54%,0,0.00%,0.735159,1.158,1.248,0.0,0,0.00%,0.9276,0.9811,1.2481,0.9463,0.0001,0.9463,low,IAB19 - Education,,education,"students, professionals, mass_reach",Brazylijski serwis edukacyjny z narzędziem do koniugacji czasowników docierający do uczniów i osób uczących się języka.
adx,www.mundodeportivo.com,,Mobile,Web,DISPLAY,300x600,PL,634,404,614,65.80%,5,0.79%,2.839335,4.478,7.028,0.568,0,0.00%,0.6372,0.9685,7.0281,0.7532,0.0,0.7532,low,IAB17 - Sports,IAB12 - News & Politics,sports,"mass_reach, young_adults, professionals",Wiodący serwis sportowy w Hiszpanii z szerokim zasięgiem wśród fanów sportu i miłośników piłki nożnej.
rp,elchapuzasinformatico.com,,Mobile,Web,DISPLAY,300x600,ES,634,372,628,59.24%,4,0.63%,1.121258,1.769,3.014,0.28,0,0.00%,0.5868,0.9905,3.0141,0.7281,0.0001,0.7281,low,IAB19 - Technology & Computing,,technology,"tech_enthusiasts, young_adults","Serwis techniczny skupiający pasjonatów informatyki i elektroniki, idealny dla marek tech i producenci sprzętu komputerowego."
pubmatic,htmlcolorcodes.com,,Mobile,Web,DISPLAY,320x100,MX,634,539,602,89.53%,0,0.00%,0.203247,0.321,0.377,0.0,0,0.00%,0.8502,0.9495,0.3771,0.885,0.0003,0.885,low,IAB19 - Technology & Computing,,technology,"professionals, tech_enthusiasts, students","Narzędziowy portal dla programistów i projektantów z niszowym, zaangażowanym audytorium wysokiej jakości."
sovrn,dc.fandom.com,,Desktop,Web,DISPLAY,970x250,BR,632,429,612,70.10%,1,0.16%,1.352933,2.141,3.154,1.353,0,0.00%,0.6788,0.9684,3.1537,0.7802,0.0,0.7802,low,IAB9 - Games,IAB1 - Arts & Entertainment,entertainment,"young_adults,tech_enthusiasts,students,mass_reach","Wiki fanów uniwersum DC przyciąga fanów komiksów, filmów i gier zainteresowanych zawartością superheroiczną."
sas,receitas.globo.com,,Mobile,Web,DISPLAY,320x100,BR,631,592,619,95.64%,2,0.32%,0.826306,1.31,1.396,0.413,0,0.00%,0.9382,0.981,1.3958,0.9532,0.0001,0.9532,low,IAB8 - Food & Drink,,lifestyle,"mass_reach, parents, young_adults",Serwis kulinarny największego mediahouse'u Brazylii przyciąga miliony użytkowników zainteresowanych recekami i gotowaniem.
adxbr,www.euamohistoriasbiblicas.com.br,,Mobile,Web,DISPLAY,300x250,BR,631,492,596,82.55%,1,0.16%,0.072079,0.114,0.147,0.072,0,0.00%,0.7797,0.9445,0.1465,0.8374,0.0009,0.8374,low,IAB22 - Religion & Spirituality,,other,"mass_reach, parents","Brazylijski portal religijny poświęcony historiom biblijnym, oferujący reach wśród odbiorców zainteresowanych treścią religijną i duchową."
pubmatic,www.kingmods.net,,Desktop,Web,DISPLAY,300x600,PL,630,443,619,71.57%,0,0.00%,0.15212,0.241,0.343,0.0,0,0.00%,0.7032,0.9825,0.3434,0.801,0.0004,0.6008,medium,IAB18 - Technology & Computing,IAB20 - Video Gaming,gaming,"tech_enthusiasts,young_adults,students","Portal dla modderów gier wideo z dedykowaną społecznością tech-savvy, choć wiąże się z potencjalnym ryzykiem związanym z piraterią."
adform,www.marca.com,,Mobile,Web,DISPLAY,320x50,ES,630,576,619,93.05%,1,0.16%,0.765532,1.215,1.329,0.766,0,0.00%,0.9143,0.9825,1.329,0.9382,0.0001,0.9382,low,IAB17 - Sports,IAB12 - News & Politics,sports,"mass_reach,young_adults,professionals",Wiodący hiszpański portal sportowy z ogromnym zasięgiem dociera do oddanej publiczności kibiców piłkarskich i sportowych.
adxbr,futbol-11.com,,Mobile,Web,DISPLAY,300x600,BR,628,538,625,86.08%,0,0.00%,0.241257,0.384,0.448,0.0,0,0.00%,0.8567,0.9952,0.4484,0.9052,0.0003,0.9052,low,IAB17 - Sports,,sports,"mass_reach, young_adults, professionals",Portal piłkarski przyciąga fanów futbolu z szerokiego spektrum wiekowego zainteresowanych informacjami o meczach i drużynach.
rp,ingatlan.jofogas.hu,,Mobile,Web,DISPLAY,336x280,HU,625,357,611,58.43%,0,0.00%,0.001942,0.003,0.005,0.0,0,0.00%,0.5712,0.9776,0.0054,0.7134,0.0333,0.7134,low,IAB18 - Real Estate,IAB19 - Shopping,other,"professionals,high_income",Węgierska platforma ogłoszeń nieruchomościowych i zakupów dociera do osób szukających mieszkań i nieruchomości.
triplelift,www.leparking-moto.fr,,Desktop,Web,DISPLAY,300x600,FR,625,463,606,76.40%,19,3.04%,7.778824,12.446,16.801,0.409,0,0.00%,0.7408,0.9696,16.8009,0.8209,0.0,0.8209,low,IAB19 - Automotive,,automotive,"tech_enthusiasts,high_income",Specjalistyczny portal motoryzacyjny dla entuzjastów motocykli i dwukoł owców.
adx,wiadomosci.radiozet.pl,,Desktop,Web,DISPLAY,336x280,PL,622,460,619,74.31%,0,0.00%,0.33063,0.532,0.719,0.0,0,0.00%,0.7395,0.9952,0.7188,0.829,0.0002,0.829,low,IAB12 - News & Politics,IAB17 - Music & Audio,news,"mass_reach,young_adults","Polski portal radiowy łączący wiadomości z treściami audio, docierający do słuchaczy radia internetowego."
rp,dziennikbaltycki.pl,,Mobile,Web,DISPLAY,300x250,PL,622,213,605,35.21%,3,0.48%,0.498628,0.802,2.341,0.166,0,0.00%,0.3424,0.9727,2.341,0.563,0.0001,0.563,low,IAB12 - News & Politics,,news,mass_reach,Regionalny dziennik Gdańska Dziennik Bałtycki dostarczający wiadomości lokalnym mieszkańcom Trójmiasta z wysokim zaangażowaniem.
sovrn,wyborcza.pl,,Desktop,Web,DISPLAY,970x250,PL,619,313,602,51.99%,16,2.58%,1.342948,2.17,4.291,0.084,0,0.00%,0.5057,0.9725,4.2906,0.6691,0.0,0.5018,medium,IAB12 - News & Politics,IAB3 - Business,news,"mass_reach, professionals, high_income","Wiodący polski portal informacyjny Gazety Wyborczej oferujący kompleksowe pokrycie wiadomości, polityki i kultury dla szerokiego odbiorcy."
adxbr,www.sabiaspalavras.com,,Mobile,Web,DISPLAY,320x50,BR,619,604,614,98.37%,4,0.65%,0.59372,0.959,0.983,0.148,0,0.00%,0.9758,0.9919,0.983,0.9814,0.0001,0.9814,low,IAB5 - Education,,education,"students, young_adults, mass_reach","Brazylijski portal edukacyjny poświęcony językowi i wiedzy ogólnej, przyciągający studentów i uczniów poszukujących nauki."
adxbr,es.scribd.com,,Mobile,Web,DISPLAY,300x600,GT,618,373,609,61.25%,2,0.32%,1.280757,2.072,3.434,0.64,0,0.00%,0.6036,0.9854,3.4337,0.7372,0.0,0.7372,low,IAB13 - Books & Literature,IAB19 - Technology & Computing,education,"students, professionals, mass_reach",Platforma publikacji i edukacji przyciągająca czytelników i nauczających się użytkowników.
smartyads,www.correio24horas.com.br,,Mobile,Web,DISPLAY,300x250,BR,616,20,591,3.38%,0,0.00%,0.877665,1.425,43.883,0.0,0,0.00%,0.0325,0.9594,43.8832,0.3569,0.0001,0.3569,low,IAB12 - News & Politics,,news,"mass_reach, professionals",Brazylijski portal informacyjny działający 24/7 dostarczający aktualne wiadomości dla szerokiej publiczności.
prebidserver,www.turfomania.fr,,Mobile,Web,DISPLAY,300x250,FR,616,140,604,23.18%,8,1.30%,4.697283,7.625,33.552,0.587,0,0.00%,0.2273,0.9805,33.552,0.4909,0.0,0.3682,medium,IAB9 - Hobbies & Interests,IAB17 - Sports,sports,"young_adults,professionals,high_income",Francuski serwis wyścigowy przyciąga fanów sportów konnych i użytkowników zainteresowanych zakładami bukmacherskimi.
rp,www.cadaminuto.com.br,,Mobile,Web,DISPLAY,336x280,BR,615,444,596,74.50%,1,0.16%,0.508095,0.826,1.144,0.508,0,0.00%,0.722,0.9691,1.1444,0.8085,0.0001,0.8085,low,IAB17 - Sports,,sports,"mass_reach, young_adults",Brazylijski serwis sportowy specjalizujący się w piłce nożnej przyciąga zaangażowaną publiczność kibiców.
index,mydramalist.com,,Desktop,Web,DISPLAY,300x250,AU,615,227,568,39.96%,0,0.00%,0.866243,1.409,3.816,0.0,0,0.00%,0.3691,0.9236,3.816,0.5632,0.0001,0.5632,low,IAB9 - Hobbies & Interests,IAB16 - Sports,entertainment,"young_adults, mass_reach, students","Platforma społeczna dla fanów dramatów azjatyckich i seriali, skupiająca entuzjastów popkultury i treści wideo."
rp,hayspost.com,,Desktop,Web,DISPLAY,300x250,US,614,349,552,63.22%,0,0.00%,0.569726,0.928,1.632,0.0,0,0.00%,0.5684,0.899,1.6325,0.6841,0.0001,0.6841,low,IAB12 - News & Politics,IAB3 - Business,news,"mass_reach, professionals","Lokalny portal informacyjny o wysokiej wiarygodności, dobrze zakorzeniony w społeczności, idealna dla marek szukających zaufanego środowiska."
amazon,www.auto-swiat.pl,,Desktop,Web,DISPLAY,728x90,PL,614,602,610,98.69%,7,1.14%,4.031396,6.566,6.697,0.576,0,0.00%,0.9805,0.9935,6.6967,0.985,0.0,0.985,low,IAB2 - Automotive,,automotive,"professionals, young_adults, high_income","Polski portal motoryzacyjny oferujący recenzje samochodów i wiadomości branżowe, idealny dla producentów i dealerów."
adxbr,www.vagalume.com.br,,Mobile,Web,DISPLAY,336x280,BR,614,350,575,60.87%,2,0.33%,0.599363,0.976,1.712,0.3,0,0.00%,0.57,0.9365,1.7125,0.6983,0.0001,0.6983,low,IAB17 - Music,,entertainment,"young_adults, mass_reach",Brazylijski portal muzyczny ze społecznością fanów stanowi platformę dla artystów i słuchaczy.
prebidserver,ludzie.fakt.pl,,Desktop,Web,DISPLAY,970x250,PL,613,371,609,60.92%,0,0.00%,0.138122,0.225,0.372,0.0,0,0.00%,0.6052,0.9935,0.3723,0.7411,0.0004,0.5558,medium,IAB12 - News & Politics,IAB1 - Arts & Entertainment,news,"mass_reach,young_adults","Polski serwis plotek i wiadomości ze świata mediów, atrakcyjny dla marek mody i rozrywki, ale o potencjalnie niższym standardzie treści."
pubmatic,www.geoguessr.com,,Desktop,Web,DISPLAY,336x280,MX,612,545,592,92.06%,1,0.16%,1.377847,2.251,2.528,1.378,0,0.00%,0.8905,0.9673,2.5282,0.9174,0.0,0.9174,low,IAB17 - Gaming,IAB9 - Hobbies & Interests,gaming,"young_adults, tech_enthusiasts, students","Gra edukacyjna online oparta na geografii, przyciągająca młodą, inteligentnąaudytorię."
adx,guidatv.quotidiano.net,,Mobile,Web,DISPLAY,300x250,IT,611,441,606,72.77%,3,0.49%,2.437392,3.989,5.527,0.812,0,0.00%,0.7218,0.9918,5.527,0.8163,0.0,0.8163,low,IAB11 - Entertainment,,entertainment,mass_reach,Przewodnik telewizyjny docierający do masowej publiczności zainteresowanej programami i rozrywką.
adxus,notalwaysright.com,,Desktop,Web,DISPLAY,300x600,US,610,508,600,84.67%,0,0.00%,0.463334,0.76,0.912,0.0,0,0.00%,0.8328,0.9836,0.9121,0.8856,0.0001,0.8856,low,IAB11 - Entertainment,IAB14 - Society,entertainment,"mass_reach,young_adults",Portal rozrywkowy publikujący anegdoty i humorystyczne histории ze zdarzeń z życia codziennego.
rp,los40.com.mx,,Mobile,Web,DISPLAY,970x250,MX,610,399,563,70.87%,3,0.49%,1.657436,2.717,4.154,0.552,0,0.00%,0.6541,0.923,4.154,0.7482,0.0,0.7482,low,IAB1 - Arts & Entertainment,IAB3 - Music,entertainment,"young_adults,mass_reach","Meksykańska stacja radiowa poświęcona muzyce, stanowiąca wartościową przestrzeń dla marek mody, technologii i produktów lifestyle."
opera,www.livesport.com,,Desktop,Web,DISPLAY,300x600,PL,608,469,599,78.30%,1,0.16%,0.642017,1.056,1.369,0.642,0,0.00%,0.7714,0.9852,1.3689,0.8462,0.0001,0.8462,low,IAB17 - Sports,,sports,"mass_reach,young_adults,professionals",Międzynarodowy portal sportowy z relacjami na żywo i statystykami przyciąga wszechstronnie zainteresowanych fanów sportu.
index,photo.gala.fr,,Desktop,Web,DISPLAY,300x600,FR,607,495,606,81.68%,1,0.16%,0.831551,1.37,1.68,0.832,0,0.00%,0.8155,0.9984,1.6799,0.8795,0.0001,0.8795,low,IAB17 - Style & Fashion,IAB14 - Society,entertainment,"mass_reach, young_adults",Francuski serwis fotografii celebrytów i mody przyciągający użytkowników zainteresowanych trendami lifestyle'owymi.
index,patch.com,,Desktop,Web,DISPLAY,300x600,US,606,398,598,66.56%,1,0.17%,2.842893,4.691,7.143,2.843,0,0.00%,0.6568,0.9868,7.1429,0.7723,0.0,0.7723,low,IAB12 - News & Politics,,news,mass_reach,"Sieć portali lokalnych z informacjami o społeczności, idealna dla marek szukających zaangażowania na poziomie lokalnym."
openx,www.huffingtonpost.co.uk,,Mobile,Web,DISPLAY,300x250,GB,606,421,598,70.40%,0,0.00%,1.194093,1.97,2.836,0.0,0,0.00%,0.6947,0.9868,2.8363,0.7969,0.0001,0.5977,medium,IAB12 - News & Politics,IAB1 - Arts & Entertainment,news,"mass_reach,young_adults,professionals","Brytyjski portal informacyjny pokrywający politykę, rozrywkę i trendy społeczne dla zaangażowanej, młodszej publiczności."
index,mcpedl.com,,Mobile,Web,DISPLAY,320x100,MX,606,294,582,50.52%,2,0.33%,1.148655,1.895,3.907,0.574,0,0.00%,0.4851,0.9604,3.907,0.6515,0.0001,0.0,high,IAB17 - Gambling,IAB19 - Technology & Computing,gaming,"young_adults,students,tech_enthusiasts","Portal z dodatkami do Minecrafta przyciąga młodych graczy, jednak niesie ryzyko związane z bezpieczeństwem marki ze względu na pliki do pobrania."
adxbr,ceps.io,,Mobile,Web,DISPLAY,320x50,BR,604,500,579,86.36%,1,0.17%,0.193671,0.321,0.387,0.194,0,0.00%,0.8278,0.9586,0.3873,0.8736,0.0003,0.8736,low,IAB19 - Technology & Computing,IAB3 - Business,technology,"tech_enthusiasts, professionals, young_adults","Platforma technologiczna dla developerów i specjalistów IT, atrakcyjna dla branży technologicznej i edtech."
adx,www.gloucestershirelive.co.uk,,Mobile,Web,DISPLAY,320x480,GB,602,403,592,68.07%,5,0.83%,2.156327,3.582,5.351,0.431,0,0.00%,0.6694,0.9834,5.3507,0.7793,0.0,0.7793,low,IAB12 - News & Politics,,news,mass_reach,Lokalna gazeta online z wiadomościami o społeczności Gloucestershire i wydarzeniach regionalnych.
adxbr,h5.inforburst.com,,Mobile,Web,DISPLAY,336x280,BR,602,239,563,42.45%,10,1.66%,1.045914,1.737,4.376,0.105,0,0.00%,0.397,0.9352,4.3762,0.5854,0.0001,0.0,high,IAB19 - Technology & Computing,,technology,"professionals,tech_enthusiasts","Niejasna platforma technologiczna o niepewnym przeznaczeniu, potencjalnie związana z redirectami i ruchem niskiej jakości."
sas,www.cope.es,,Mobile,Web,DISPLAY,970x250,ES,601,148,553,26.76%,0,0.00%,0.87274,1.452,5.897,0.0,0,0.00%,0.2463,0.9201,5.8969,0.4821,0.0001,0.4821,low,IAB12 - News & Politics,IAB6 - Entertainment,news,"mass_reach, professionals","Španielski portal informacyjny COPE dostarczający wiadomości, sport i entertainment dla szerokiego grona odbiorców."
