SUPPLY_SOURCE,DOMAIN,APP_NAME,DEVICE_TYPE,ENVIRONMENT,LINE_ITEM_TYPE,CREATIVE_SIZE,COUNTRY,IMPRESSIONS,VIEWABLE_IMPRESSIONS,MEASURABLE_IMPRESSIONS,VIEWABILITY,CLICKS,CLICK_THROUGH_RATE,TOTAL_SPEND_USD,ECPM_USD,VCPM_USD,ECPC_USD,VIDEO_COMPLETE_VIEWS,VIDEO_COMPLETION_RATE,effective_viewability,measurability_rate,cost_per_viewable_impression,quality_score,cost_efficiency_score,brand_safety_score,brand_safety_risk,iab_category,iab_category_secondary,content_type,audience_profile,placement_rationale_pl
adxbr,m.imirante.com,,Mobile,Web,DISPLAY,300x250,BR,3745,1487,3625,41.02%,6,0.16%,1.966962,0.525,1.323,0.328,0,0.00%,0.3971,0.968,1.3228,0.6891,0.0001,0.6891,medium,IAB12 - News & Politics,,news,mass_reach,Brazyijski portal informacyjny dostarczający wiadomości dla szerokiej publiki lokalnej.
opera,wiadomosci.wp.pl,,Mobile,Web,DISPLAY,336x280,PL,3739,2529,3671,68.89%,14,0.37%,3.883231,1.039,1.535,0.277,0,0.00%,0.6764,0.9818,1.5355,0.8354,0.0001,0.8354,low,IAB12 - News & Politics,,news,"mass_reach, professionals","Major portal informacyjny, premium placement dla marek chcących maksymalnego reach'u."
adxbr,www.lukasgameplays.com.br,,Mobile,Web,DISPLAY,336x280,BR,3717,2133,3606,59.15%,9,0.24%,3.258377,0.877,1.528,0.362,0,0.00%,0.5738,0.9701,1.5276,0.7808,0.0001,0.7808,low,IAB20 - Video Gaming,,gaming,"young_adults, students, tech_enthusiasts",Kanał gameplaya z młodą publicznością - doskonały dla producentów gier i gadżetów technicznych.
index,www.thesimsresource.com,,Desktop,Web,DISPLAY,300x250,US,3713,2644,3571,74.04%,0,0.00%,3.145950,0.847,1.190,0.000,0,0.00%,0.7121,0.9618,1.1898,0.8511,0.0001,0.8511,low,IAB20 - Games,,gaming,"young_adults, students",Serwis ze modami gier The Sims dla zaangażowanej wspólnoty graczy tworzących własne treści.
adxbr,aternos.org,,Desktop,Web,DISPLAY,300x600,BR,3711,3063,3590,85.32%,78,2.10%,6.559475,1.768,2.142,0.084,0,0.00%,0.8254,0.9674,2.1415,0.9103,0.0001,0.9103,low,IAB18 - Video Gaming,IAB19 - Technology & Computing,gaming,"young_adults, students, tech_enthusiasts","Serwer Minecraft, doskonały dla marek gamingowych i tech dla młodych."
rp,adevarul.ro,,Mobile,Web,DISPLAY,320x50,RO,3709,307,3694,8.31%,0,0.00%,0.676770,0.182,2.204,0.000,0,0.00%,0.0828,0.996,2.2045,0.5395,0.0001,0.5395,medium,IAB12 - News & Politics,,news,"mass_reach, professionals","Dziennik informacyjny na rumuńskim rynku, wiarygodne miejsce publikacji."
kidoz,play.google.com,Traffic Buster: Parking Escape,Mobile,In-app,VIDEO,1300x1280,ZA,3703,2045,2064,99.08%,136,3.67%,21.811055,5.890,10.666,0.160,3554,95.98%,0.5523,0.5574,10.6656,0.8314,0.0,0.7741,low,IAB19 - Technology & Computing,IAB10 - Games,gaming,"mass_reach, students, young_adults",Oficjalny sklep aplikacji Google Play z dostępem do miliardów użytkowników urządzeń Android.
adxbr,m.universidadperu.com,,Mobile,Web,DISPLAY,300x250,PE,3698,1545,3557,43.44%,5,0.14%,0.836531,0.226,0.541,0.167,0,0.00%,0.4178,0.9619,0.5414,0.6981,0.0003,0.6981,medium,IAB24 - Education,,education,"students, young_adults",Portal edukacyjny peruwiański dla studentów szukających informacji o uczelniach i kursach.
adx,swiatgwiazd.pl,,Desktop,Web,VIDEO,1300x1280,PL,3694,2587,3530,73.29%,2,0.05%,27.074752,7.329,10.466,13.537,2821,76.37%,0.7003,0.9556,10.4657,0.8185,0.0,0.8443,low,IAB17 - Style & Fashion,,entertainment,"mass_reach, young_adults",Portal celebrycki o gwiezdach i showbiznesie dla szerokiej publiczności zainteresowanej celebrytami.
adxbr,esportegoiano.com.br,,Mobile,Web,DISPLAY,336x280,BR,3688,2309,3568,64.71%,19,0.52%,4.551387,1.234,1.971,0.240,0,0.00%,0.6261,0.9675,1.9712,0.8073,0.0001,0.8073,low,IAB17 - Sports,,sports,"mass_reach, young_adults",Portal sportowy fokusujący się na wiadomościach ze stanu Goiás w Brazylii.
onetag,www.tempo.com,,Mobile,Web,DISPLAY,970x250,BR,3666,2027,3463,58.53%,0,0.00%,4.985053,1.360,2.459,0.000,0,0.00%,0.5529,0.9446,2.4593,0.765,0.0001,0.765,low,IAB12 - News & Politics,,news,mass_reach,Indonezyjski serwis informacyjny dla szerokiej publiczności zainteresowanej aktualną polityką.
pubmatic,www.bristolpost.co.uk,,Mobile,Web,DISPLAY,300x250,GB,3659,1021,3401,30.02%,24,0.66%,16.245535,4.440,15.911,0.677,0,0.00%,0.279,0.9295,15.9114,0.6149,0.0,0.4148,medium,IAB12 - News & Politics,,news,mass_reach,Lokalna brytyjska gazeta - dostęp do mieszkańców Bristol zainteresowanych wiadomościami lokalnymi.
adx,vedete.monden.ro,,Mobile,Web,DISPLAY,336x280,RO,3649,3013,3589,83.95%,4,0.11%,1.215659,0.333,0.403,0.304,0,0.00%,0.8257,0.9836,0.4035,0.9116,0.0004,0.9116,low,IAB11 - Entertainment,,entertainment,"mass_reach, young_adults",Rumuński portal celebrycki z informacjami o gwiazdach dla fanów zainteresowanych kulturą popową.
pubmatic,pysznosci.pl,,Mobile,Web,DISPLAY,970x250,PL,3637,2607,3496,74.57%,9,0.25%,10.972605,3.017,4.209,1.219,0,0.00%,0.7168,0.9612,4.2089,0.8535,0.0,0.8535,low,IAB8 - Food & Drink,,lifestyle,"mass_reach, parents","Serwis kulinarny dla całych rodzin, doskonały dla marek żywności i akcesoriów kuchennych."
videoheroes,www.collinsdictionary.com,,Mobile,Web,DISPLAY,300x600,GB,3623,3388,3549,95.46%,3,0.08%,6.645454,1.834,1.961,2.215,0,0.00%,0.9351,0.9796,1.9615,0.9671,0.0001,0.9671,low,IAB5 - Education,,education,"students, professionals",Słownik online docierający do uczniów i profesjonalistów poszukujących definicji i porad językowych.
adx,fortnitetracker.com,,Desktop,Web,DISPLAY,300x600,GB,3613,2919,3508,83.21%,18,0.50%,6.134925,1.698,2.102,0.341,0,0.00%,0.8079,0.9709,2.1017,0.9015,0.0001,0.9015,low,IAB20 - Video Gaming,,gaming,"young_adults, tech_enthusiasts",Portal statystyk gry Fortnite przyciągający młodych graczy i entuzjastów esportu.
sovrn,www.diariodecadiz.es,,Desktop,Web,DISPLAY,160x600,ES,3605,3353,3573,93.84%,14,0.39%,2.797534,0.776,0.834,0.200,0,0.00%,0.9301,0.9911,0.8343,0.9647,0.0002,0.9647,low,IAB12 - News & Politics,,news,mass_reach,Gazeta z Kadyksu przyciąga lokalną publiczność zainteresowaną informacjami z regionu.
connectad,www.viepratique.fr,,Mobile,Web,DISPLAY,300x250,FR,3590,2059,3452,59.65%,14,0.39%,4.473424,1.246,2.173,0.320,0,0.00%,0.5735,0.9616,2.1726,0.7791,0.0001,0.7791,low,IAB9 - Hobbies & Interests,IAB8 - Food & Drink,lifestyle,"mass_reach, parents","Serwis praktycznych porad, doskonały dla reklam produktów gospodarstwa domowego i DIY."
sas,weather.com,,Mobile,Web,DISPLAY,300x600,US,3570,786,3497,22.48%,11,0.31%,29.380539,8.230,37.380,2.671,0,0.00%,0.2202,0.9796,37.3798,0.6022,0.0,0.6022,medium,IAB17 - Weather,,other,mass_reach,"Serwis pogodowy z masowym zasięgiem, idealny dla marek związanych z odzież i turystyką."
adxbr,whatsappsemadd.com.br,,Mobile,Web,DISPLAY,300x600,BR,3563,2648,3488,75.92%,18,0.51%,5.414222,1.520,2.045,0.301,0,0.00%,0.7432,0.979,2.0446,0.8691,0.0001,0.8691,low,IAB18 - Technology & Computing,,technology,"mass_reach, young_adults","Strona podszywająca się pod WhatsApp, wysokie ryzyko bezpieczeństwa dla reklamodawcy."
adx,nova.rs,,Mobile,Web,DISPLAY,300x250,SE,3562,3071,3529,87.02%,5,0.14%,5.915105,1.661,1.926,1.183,0,0.00%,0.8622,0.9907,1.9261,0.9304,0.0001,0.9304,low,IAB14 - Entertainment,,entertainment,"mass_reach, young_adults",Serwis rozrywkowy z dużym zasięgiem wśród serbskiej i bałkańskiej widowności.
adxbr,informativododia.com,,Mobile,Web,DISPLAY,320x50,BR,3554,3354,3478,96.43%,20,0.56%,2.376541,0.669,0.709,0.119,0,0.00%,0.9437,0.9786,0.7086,0.9715,0.0002,0.9715,low,IAB12 - News & Politics,,news,mass_reach,Portal informacyjny zapewniający bieżące wiadomości dla szerokiej publiczności.
rp,play.google.com,Super City: Building Master Android,Mobile,In-app,DISPLAY,300x250,BR,3539,3501,3510,99.74%,77,2.18%,3.047462,0.861,0.870,0.040,0,0.00%,0.9893,0.9918,0.8705,0.9946,0.0002,0.9946,low,IAB19 - Technology & Computing,IAB10 - Games,gaming,"mass_reach, students, young_adults",Oficjalny sklep aplikacji Google Play z dostępem do miliardów użytkowników urządzeń Android.
adxbr,techlorex.com,,Mobile,Web,DISPLAY,300x250,BR,3537,3225,3370,95.70%,252,7.12%,20.528833,5.804,6.366,0.081,0,0.00%,0.9118,0.9528,6.3655,0.9549,0.0,0.9549,low,IAB19 - Technology & Computing,,technology,"professionals, tech_enthusiasts",Serwis technologiczny dla specjalistów zainteresowanych nowościami w branży IT.
medianet,click.ro,,Mobile,Web,DISPLAY,320x100,RO,3530,35,3507,1.00%,0,0.00%,0.546670,0.155,15.619,0.000,0,0.00%,0.0099,0.9935,15.6191,0.5018,0.0,0.5018,medium,IAB12 - News & Politics,,news,"mass_reach, professionals",Portal informacyjny przyciąga głównie dorosłych użytkowników szukających aktualnych wiadomości.
appnexus,biznes.interia.pl,,Mobile,Web,DISPLAY,300x250,PL,3530,2799,3473,80.59%,8,0.23%,9.292652,2.632,3.320,1.162,0,0.00%,0.7929,0.9839,3.32,0.8949,0.0,0.8949,low,IAB13 - Business,IAB12 - News & Politics,news,"professionals, high_income",Portal biznesowy przyciąga profesjonalistów i przedsiębiorców poszukujących wiadomości finansowych.
adx,gazetakrakowska.pl,,Mobile,Web,DISPLAY,320x100,PL,3524,3000,3400,88.24%,10,0.28%,2.628519,0.746,0.876,0.263,0,0.00%,0.8513,0.9648,0.8762,0.9236,0.0002,0.9236,low,IAB12 - News & Politics,,news,"mass_reach, professionals",Polski portal lokalny Gazeta Krakowska dociera do mieszkańców regionu zainteresowanych wiadomościami lokalnym.
adxbr,www.portalbeleza.com,,Mobile,Web,DISPLAY,336x280,BR,3520,2366,3480,67.99%,25,0.71%,2.766839,0.786,1.169,0.111,0,0.00%,0.6722,0.9886,1.1694,0.8342,0.0001,0.8342,low,IAB20 - Lifestyle,IAB18 - Technology & Computing,lifestyle,"young_adults, professionals",Brazylijski portal beauty i kosmetyki - docelowo kobiety zainteresowane pielęgnacją.
rp,cosasdecasa.lecturas.com,,Mobile,Web,DISPLAY,120x600,ES,3510,2185,3329,65.64%,1,0.03%,12.344793,3.517,5.650,12.345,0,0.00%,0.6225,0.9484,5.6498,0.8024,0.0,0.8024,low,IAB18 - Women's Interests,IAB1 - Arts & Entertainment,lifestyle,"parents, mass_reach",Magazyn lifestylowy dla kobiet z poradami domowymi i inspiracjami do dekoracji.
rhythmone,www.netflu.com.br,,Mobile,Web,DISPLAY,300x250,BR,3498,1001,3423,29.24%,4,0.11%,3.930478,1.124,3.927,0.983,0,0.00%,0.2862,0.9786,3.9266,0.6355,0.0,0.6355,medium,IAB7 - Health & Fitness,,health,mass_reach,Portal zdrowotny dla osób szukających informacji medycznych i porad.
adx,www.dobreprogramy.pl,,Mobile,Web,DISPLAY,320x100,PL,3491,2954,3311,89.22%,6,0.17%,1.701039,0.487,0.576,0.284,0,0.00%,0.8462,0.9484,0.5758,0.9203,0.0003,0.9203,low,IAB8 - Entertainment,IAB12 - News & Politics,entertainment,"mass_reach, parents",Polski serwis TV przyciąga masową publiczność szukającą informacji o programach telewizyjnych.
sovrn,www.msn.com,,Mobile,Web,DISPLAY,300x600,US,3486,1863,3361,55.43%,8,0.23%,8.747978,2.509,4.696,1.093,0,0.00%,0.5344,0.9641,4.6956,0.7592,0.0,0.7592,low,IAB12 - News & Politics,IAB14 - Entertainment,news,mass_reach,Globalny portal informacyjny z ogromnym zasięgiem i zaufaniem użytkowników.
pubmatic,www.melty.fr,,Mobile,Web,DISPLAY,336x280,FR,3478,2611,3410,76.57%,6,0.17%,10.414624,2.994,3.989,1.736,0,0.00%,0.7507,0.9804,3.9887,0.873,0.0,0.873,low,IAB9 - Hobbies & Interests,IAB19 - Technology & Computing,entertainment,"young_adults, students",Francuski portal popkultury dla młodzieży - idealny dla marek mających target Gen Z.
sovrn,www.fragrantica.com.br,,Desktop,Web,DISPLAY,970x90,BR,3464,2096,3421,61.27%,9,0.26%,1.707432,0.493,0.815,0.190,0,0.00%,0.6051,0.9876,0.8146,0.8002,0.0002,0.8002,low,IAB19 - Hobbies & Interests,IAB10 - Shopping,shopping,"young_adults, high_income","Serwis fragrancji dla entuzjastów zapachów, idealny dla marek kosmetyk i perfumerii."
adxbr,collegedekho.online,,Mobile,Web,DISPLAY,336x280,BR,3456,1678,3243,51.74%,5,0.14%,0.671794,0.194,0.400,0.134,0,0.00%,0.4855,0.9384,0.4004,0.7279,0.0004,0.7279,low,IAB20 - Education,,education,"students, young_adults",Platforma edukacyjna wspomagająca studentów w wyborze kierunków i uczelni.
adxapac,abante.topnewsource.com,,Mobile,Web,DISPLAY,300x250,PH,3452,1921,3204,59.96%,5,0.14%,0.418897,0.121,0.218,0.084,0,0.00%,0.5565,0.9282,0.2181,0.7639,0.0008,0.7639,low,IAB12 - News & Politics,,news,mass_reach,"Portal informacyjny, potencjalnie syndykowany, dla mass-reach kampanii."
adx,www.leprogres.fr,,Mobile,Web,DISPLAY,320x480,FR,3431,1975,3309,59.69%,32,0.93%,17.497020,5.100,8.859,0.547,0,0.00%,0.5756,0.9644,8.8593,0.7807,0.0,0.7807,low,IAB12 - News & Politics,,news,mass_reach,Francuski dziennik regionalny; doskonały dla kampanii lokalnych w regionie Roany-Loire.
adxbr,globorural.globo.com,,Mobile,Web,DISPLAY,320x50,BR,3427,2722,3341,81.47%,41,1.20%,5.407294,1.578,1.987,0.132,0,0.00%,0.7943,0.9749,1.9865,0.8948,0.0001,0.8948,low,IAB3 - Business,IAB12 - News & Politics,news,"professionals, high_income","Brazylijski serwis agribiznesu dociera do farmerów, agrarników i profesjonalistów sektora rolnego."
adxbr,revistaquem.globo.com,,Mobile,Web,DISPLAY,320x50,BR,3415,3098,3316,93.43%,23,0.67%,7.101314,2.079,2.292,0.309,0,0.00%,0.9072,0.971,2.2922,0.9526,0.0001,0.9526,low,IAB11 - Entertainment,IAB18 - Style & Fashion,entertainment,"mass_reach, young_adults","Magazyn celebrytów i mody, idealny dla marek fashion, beauty i lifestyle premium."
outbrain,blog.giallozafferano.it,,Mobile,Web,DISPLAY,300x250,IT,3414,2038,3355,60.75%,2,0.06%,1.935321,0.567,0.950,0.968,0,0.00%,0.597,0.9827,0.9496,0.7951,0.0002,0.7951,low,IAB9 - Food & Drink,,lifestyle,"mass_reach, parents",Włoski blog kulinarny przyciąga osoby zainteresowane gotowaniem i przepisami kulinarnymi.
sovrn,www.metacritic.com,,Desktop,Web,DISPLAY,728x90,GB,3413,1817,3365,54.00%,40,1.17%,9.598450,2.812,5.283,0.240,0,0.00%,0.5324,0.9859,5.2826,0.763,0.0,0.763,low,IAB20 - Video Gaming,IAB11 - Entertainment,entertainment,"young_adults, tech_enthusiasts",Portal recenzji gier i filmów - idealne dla wydawców gier i studiów filmowych.
bidmachine,play.google.com,DramaBox,Mobile,In-app,DISPLAY,320x480,BR,3411,3353,3405,98.47%,1877,55.03%,71.871032,21.070,21.435,0.038,0,0.00%,0.983,0.9982,21.4348,0.9914,0.0,0.9914,low,IAB19 - Technology & Computing,IAB10 - Games,gaming,"mass_reach, students, young_adults",Oficjalny sklep aplikacji Google Play z dostępem do miliardów użytkowników urządzeń Android.
pubmatic,www.myfitnesspal.com,,Desktop,Web,DISPLAY,728x90,US,3411,1579,3394,46.52%,0,0.00%,3.019492,0.885,1.912,0.000,0,0.00%,0.4629,0.995,1.9123,0.7301,0.0001,0.7301,low,IAB7 - Health & Fitness,,health,"young_adults, tech_enthusiasts, professionals",Aplikacja fitness trackerowa dla osób zainteresowanych zdrowiem i sportom.
index,canaltech.com.br,,Mobile,Web,DISPLAY,300x600,BR,3382,904,3273,27.62%,13,0.38%,4.881568,1.443,5.400,0.376,0,0.00%,0.2673,0.9678,5.4,0.622,0.0,0.622,medium,IAB19 - Technology & Computing,,technology,"tech_enthusiasts, young_adults",Portal technologiczny przyciąga entuzjastów Tech zainteresowanych innowacjami i sprzętem elektronicznym.
medianet,feeds.thesun.co.uk,,Mobile,Web,DISPLAY,300x600,GB,3378,765,3226,23.71%,2,0.06%,1.792194,0.531,2.343,0.896,0,0.00%,0.2265,0.955,2.3427,0.596,0.0001,0.596,medium,IAB12 - News & Politics,IAB1 - Arts & Entertainment,news,mass_reach,Kanały wiadomości z The Sun dostępne dla szerokiego zasięgu czytelników.
rp,www.procyclingstats.com,,Desktop,Web,DISPLAY,728x90,GB,3352,3034,3305,91.80%,9,0.27%,17.329139,5.170,5.712,1.925,0,0.00%,0.9051,0.986,5.7116,0.952,0.0,0.952,low,IAB17 - Sports,,sports,"tech_enthusiasts, young_adults",Specjalistyczna strona o kolarstwie przyciąga zaangażowanych fanów sportowych.
onetag,goldprice.org,,Mobile,Web,DISPLAY,970x250,RS,3333,2617,3262,80.23%,7,0.21%,7.100816,2.130,2.713,1.014,0,0.00%,0.7852,0.9787,2.7133,0.8905,0.0001,0.8905,low,IAB13 - Finance,,finance,"professionals, high_income",Portal z cenami złota dociera do inwestorów i profesjonalistów finansowych zainteresowanych metalami szlachetnymi.
pubmatic,www.cornwalllive.com,,Desktop,Web,DISPLAY,300x600,GB,3309,1882,3218,58.48%,85,2.57%,16.536097,4.997,8.786,0.195,0,0.00%,0.5688,0.9725,8.7864,0.7787,0.0,0.7787,low,IAB12 - News & Politics,,news,mass_reach,Serwis informacyjny Kornwalii docierający do lokalnej publiczności zainteresowanej wiadomościami regionalnymi.
onetag,www.wirtualnemedia.pl,,Mobile,Web,DISPLAY,970x250,GB,3266,2655,3170,83.75%,2,0.06%,4.694649,1.437,1.768,2.347,0,0.00%,0.8129,0.9706,1.7682,0.9041,0.0001,0.9041,low,IAB12 - News & Politics,IAB19 - Technology & Computing,news,"professionals, tech_enthusiasts",Serwis o mediach i technologii dla profesjonalistów zajmujących się komunikacją cyfrową.
adxbr,escolakids.uol.com.br,,Desktop,Web,DISPLAY,970x250,BR,3260,2727,3153,86.49%,13,0.40%,5.766480,1.769,2.115,0.444,0,0.00%,0.8365,0.9672,2.1146,0.9161,0.0001,0.9161,low,IAB24 - Education,,education,"students, parents",Portal edukacyjny dla dzieci ze wsparciem rodziców i nauczycieli.
adxbr,suamusica.com.br,,Mobile,Web,DISPLAY,728x90,BR,3254,1731,2885,60.00%,5,0.15%,3.131896,0.962,1.809,0.626,0,0.00%,0.532,0.8866,1.8093,0.7433,0.0001,0.7433,low,IAB17 - Style & Fashion,,entertainment,"mass_reach, young_adults",Portal muzyczny dla brazylijskiej publiczności zainteresowanej muzyką i artystami.
onetag,oem.com.mx,,Mobile,Web,DISPLAY,970x250,MX,3249,2631,3168,83.05%,8,0.25%,12.306909,3.788,4.678,1.538,0,0.00%,0.8098,0.9751,4.6777,0.9028,0.0,0.9028,low,IAB2 - Automobiles,,automotive,"professionals, high_income",Serwis motoryzacyjny z dostępem do użytkowników zainteresowanych pojazdami i serwisem.
pubmatic,mail.yahoo.com,,Desktop,Web,DISPLAY,300x250,BE,3242,2951,3221,91.62%,2,0.06%,7.187734,2.217,2.436,3.594,0,0.00%,0.9102,0.9935,2.4357,0.9548,0.0001,0.9548,low,IAB18 - Technology & Computing,,technology,"mass_reach, professionals, tech_enthusiasts",Serwis poczty elektronicznej dla milionów użytkowników korzystających z emaila i usług webowych.
adxbr,play.tetris.com,,Mobile,Web,DISPLAY,320x50,BR,3235,3069,3168,96.88%,27,0.83%,5.982751,1.849,1.949,0.222,0,0.00%,0.9487,0.9793,1.9494,0.974,0.0001,0.974,low,IAB10 - Games,,gaming,"mass_reach, young_adults, students",Oficjalna gra Tetris online docierająca do szerokiej auditorii miłośników gier mobilnych.
pubmatic,www.mirror.co.uk,,Desktop,Web,DISPLAY,300x600,AU,3232,1619,3159,51.25%,6,0.19%,2.714561,0.840,1.677,0.452,0,0.00%,0.5009,0.9774,1.6767,0.745,0.0001,0.745,low,IAB12 - News & Politics,IAB14 - Entertainment,news,"mass_reach, young_adults","Portal informacyjny o dużym zasięgu, idealny dla kampanii o szerokim reach."
adx,www.sitoireseto.com,,Mobile,Web,DISPLAY,336x280,RS,3219,2793,3206,87.12%,19,0.59%,6.539471,2.032,2.341,0.344,0,0.00%,0.8677,0.996,2.3414,0.9336,0.0001,0.9336,low,IAB9 - Hobbies & Interests,,other,mass_reach,Portal ogólnorozrywkowy przyciągający szeroką publiczność zainteresowaną różnymi hobby.
openx,www.papillesetpupilles.fr,,Mobile,Web,DISPLAY,320x100,FR,3215,3148,3204,98.25%,4,0.12%,3.396372,1.056,1.079,0.849,0,0.00%,0.9792,0.9966,1.0789,0.9896,0.0002,0.9896,low,IAB19 - Education,IAB20 - Lifestyle,lifestyle,"parents, professionals, young_adults",Francuski blog kulinacyjny i recept - doskonały dla marek żywnościowych i kuchni.
triplelift,www.vinted.pl,,Desktop,Web,DISPLAY,970x250,PL,3209,1502,3172,47.35%,0,0.00%,1.072698,0.334,0.714,0.000,0,0.00%,0.4681,0.9885,0.7142,0.731,0.0002,0.731,low,IAB18 - Shopping,,shopping,"young_adults, parents","Polska platforma sprzedaży ubrań, doskonała dla reklam mody i kampanii eco-conscious."
pubmatic,www.ilmeteo.it,,Mobile,Web,DISPLAY,300x250,IT,3207,384,2938,13.07%,3,0.09%,2.492775,0.777,6.492,0.831,0,0.00%,0.1197,0.9161,6.4916,0.5234,0.0,0.5234,medium,IAB15 - General News & Info,,news,"mass_reach, young_adults, professionals",Portal meteorologiczny przyciąga masową publiczność szukającą informacji o pogodzie i prognoz.
adx,www.gala.fr,,Mobile,Web,DISPLAY,500x120,FR,3206,0,0,0.00%,2,0.06%,5.212334,1.626,0.000,2.606,0,0.00%,0.0,0.0,,0.0,0.0,0.0,high,IAB5 - Entertainment,IAB12 - News & Politics,entertainment,"mass_reach, young_adults","Magazyn celebrytów i rozrywki, doskonały dla marek lifestyle i mody."
rhythmone,www.bristolpost.co.uk,,Desktop,Web,DISPLAY,300x600,GB,3206,1584,3137,50.49%,12,0.37%,8.960241,2.795,5.657,0.747,0,0.00%,0.4941,0.9785,5.6567,0.7417,0.0,0.7417,low,IAB12 - News & Politics,,news,mass_reach,Lokalna brytyjska gazeta - dostęp do mieszkańców Bristol zainteresowanych wiadomościami lokalnymi.
taboola,microsoftcasualgames.com,,Desktop,Web,DISPLAY,300x600,BR,3201,2418,3185,75.92%,3,0.09%,4.607699,1.439,1.906,1.536,0,0.00%,0.7554,0.995,1.9056,0.8771,0.0001,0.8771,low,IAB9 - Games,,gaming,"mass_reach, young_adults","Gry casual przyciągają szeroką widownię, idealne dla kampanii mass-market."
appnexus,www.dzfoot.com,,Mobile,Web,DISPLAY,300x600,FR,3192,2029,3155,64.31%,26,0.81%,12.647063,3.962,6.233,0.486,0,0.00%,0.6357,0.9884,6.2332,0.8157,0.0,0.8157,low,IAB17 - Sports,,sports,"mass_reach, young_adults",Polski serwis piłkarski przyciąga fanów futbolu zainteresowanych aktualnościami sportowymi.
prebid,recreio.com.br,,Mobile,Web,DISPLAY,300x600,BR,3191,2348,3129,75.04%,127,3.98%,15.983448,5.009,6.807,0.126,0,0.00%,0.7358,0.9806,6.8073,0.8655,0.0,0.8655,low,IAB9 - Hobbies & Interests,IAB20 - Puzzles & Games,gaming,"young_adults, students","Serwis rozrywki i gier, idealny dla wydawców gier i platform interaktywnych."
appnexus,www.bibliaonline.com.br,,Mobile,Web,DISPLAY,970x250,BR,3171,2704,3052,88.60%,13,0.41%,2.287222,0.721,0.846,0.176,0,0.00%,0.8527,0.9625,0.8459,0.9243,0.0002,0.9243,low,IAB21 - Religion & Spirituality,,other,"mass_reach, parents",Portal religijny - dostęp do wiernych i zainteresowanych treściami duchowo-religijnymi.
adxbr,portaldogremista.com.br,,Mobile,Web,VIDEO,1920x1080,BR,3162,2971,3154,94.20%,5,0.16%,12.491207,3.950,4.204,2.498,2524,79.82%,0.9396,0.9975,4.2044,0.9255,0.0,0.9698,low,IAB17 - Sports,,sports,"mass_reach, young_adults",Portal sportowy skierowany do kibiców piłki nożnej i fanów sportu w Brazylii.
adxbr,tvprime.correiobraziliense.com.br,,Mobile,Web,DISPLAY,320x480,BR,3129,2379,3080,77.24%,17,0.54%,5.617483,1.795,2.361,0.330,0,0.00%,0.7603,0.9843,2.3613,0.8783,0.0001,0.8783,low,IAB11 - Entertainment,IAB12 - News & Politics,entertainment,mass_reach,Brazylijski serwis telewizyyjny z treściami rozrywkowymi dla szerokiego grona odbiorców.
adxbr,veja.abril.com.br,,Mobile,Web,DISPLAY,728x90,BR,3119,2947,3055,96.46%,59,1.89%,9.858258,3.161,3.345,0.167,0,0.00%,0.9449,0.9795,3.3452,0.972,0.0,0.972,low,IAB12 - News & Politics,,news,"mass_reach, professionals, high_income",Prestiżowe brazylskie czasopismo online dla profesjonalistów zainteresowanych analizą społeczno-polityczną.
adxbr,811821de.bountystory.online,,Mobile,Web,DISPLAY,336x280,BR,3113,1354,3022,44.80%,37,1.19%,5.025564,1.614,3.712,0.136,0,0.00%,0.435,0.9708,3.7116,0.7094,0.0,0.5094,medium,IAB9 - Hobbies & Interests,,other,mass_reach,"Domena typu content farm, niejasne przeznaczenie, niski potencjał brand-safe."
index,www.eurosport.fr,,Desktop,Web,DISPLAY,970x250,FR,3080,1981,3003,65.97%,9,0.29%,10.182033,3.306,5.140,1.131,0,0.00%,0.6432,0.975,5.1398,0.8174,0.0,0.8174,low,IAB17 - Sports,,sports,"mass_reach, young_adults",Francuski serwis sportowy przyciąga szeroką publiczność fanów sportu na całym kontynencie.
rp,www.primerahora.com,,Mobile,Web,DISPLAY,970x250,ES,3074,2740,3036,90.25%,6,0.20%,10.509614,3.419,3.836,1.752,0,0.00%,0.8913,0.9876,3.8356,0.945,0.0,0.945,low,IAB12 - News & Politics,IAB15 - Entertainment,news,mass_reach,Portorykański portal informacyjny - dostęp do publiczności portorykańskiej i latynoskiej.
sovrn,www.bluestacks.com,,Desktop,Web,DISPLAY,300x250,US,3072,2929,3063,95.63%,1,0.03%,2.358113,0.768,0.805,2.358,0,0.00%,0.9535,0.9971,0.8051,0.9767,0.0002,0.9767,low,IAB19 - Technology & Computing,IAB9 - Gaming,technology,"tech_enthusiasts, young_adults, students",Emulator systemów - grona tech-savvy użytkowników zainteresowanych mobilnością i grami.
pubmatic,ml.t-mobile.com,,Mobile,Web,DISPLAY,300x250,MX,3068,2164,2854,75.82%,21,0.68%,11.730386,3.823,5.421,0.559,0,0.00%,0.7053,0.9302,5.4207,0.8442,0.0,0.8442,low,IAB19 - Technology & Computing,,technology,"professionals, tech_enthusiasts",Platforma technologiczna T-Mobile przyciąga zainteresowanych nowościami tech.
